date,countries_and_territories,year,daily_confirmed_cases,daily_deaths
2020-03-20,Chad,2020,1,0
2020-03-21,Chad,2020,0,0
2020-03-22,Chad,2020,1,0
2020-03-23,Chad,2020,0,0
2020-03-24,Chad,2020,0,0
2020-03-25,Chad,2020,1,0
2020-03-26,Chad,2020,0,0
2020-03-27,Chad,2020,2,0
2020-03-28,Chad,2020,0,0
2020-03-29,Chad,2020,0,0
2020-03-30,Chad,2020,0,0
2020-03-31,Chad,2020,2,0
2020-04-01,Chad,2020,0,0
2020-04-02,Chad,2020,0,0
2020-04-03,Chad,2020,0,0
2020-04-04,Chad,2020,0,0
2020-04-05,Chad,2020,1,0
2020-04-06,Chad,2020,1,0
2020-04-07,Chad,2020,0,0
2020-04-08,Chad,2020,0,0
2020-04-09,Chad,2020,1,0
2020-04-10,Chad,2020,1,0
2020-04-11,Chad,2020,0,0
2020-04-12,Chad,2020,0,0
2020-04-13,Chad,2020,4,0
2020-04-14,Chad,2020,8,0
2020-04-15,Chad,2020,0,0
2020-04-16,Chad,2020,4,0
2020-04-17,Chad,2020,0,0
2020-04-18,Chad,2020,6,0
2020-04-19,Chad,2020,0,0
2020-04-20,Chad,2020,0,0
2020-04-21,Chad,2020,0,0
2020-04-22,Chad,2020,1,0
2020-04-23,Chad,2020,0,0
2020-04-24,Chad,2020,6,0
2020-04-25,Chad,2020,0,0
2020-04-26,Chad,2020,0,0
2020-04-27,Chad,2020,6,0
2020-04-28,Chad,2020,0,0
2020-04-30,Chad,2020,0,0
2020-05-02,Chad,2020,0,0
2020-05-04,Chad,2020,0,0
2020-05-05,Chad,2020,0,0
2020-05-07,Chad,2020,0,0
2020-05-11,Chad,2020,0,0
2020-05-12,Chad,2020,0,0
2020-05-19,Chad,2020,16,0
2020-05-25,Chad,2020,27,0
2020-05-30,Chad,2020,33,0
2020-05-31,Chad,2020,0,0
2020-06-01,Chad,2020,19,0
2020-06-03,Chad,2020,13,0
2020-06-04,Chad,2020,17,0
2020-06-05,Chad,2020,8,0
2020-06-08,Chad,2020,1,0
2020-06-12,Chad,2020,2,0
2020-06-13,Chad,2020,0,0
2020-06-14,Chad,2020,0,0
2020-06-16,Chad,2020,0,0
2020-06-18,Chad,2020,1,0
2020-06-19,Chad,2020,0,0
2020-06-20,Chad,2020,4,0
2020-06-21,Chad,2020,0,0
2020-06-22,Chad,2020,0,0
2020-06-23,Chad,2020,0,0
2020-06-24,Chad,2020,2,0
2020-06-25,Chad,2020,0,0
2020-06-26,Chad,2020,3,0
2020-06-27,Chad,2020,2,0
2020-06-28,Chad,2020,0,0
2020-06-29,Chad,2020,1,0
2020-06-30,Chad,2020,0,0
2020-07-01,Chad,2020,0,0
2020-07-02,Chad,2020,0,0
2020-07-03,Chad,2020,2,0
2020-07-04,Chad,2020,3,0
2020-07-05,Chad,2020,0,0
2020-07-06,Chad,2020,1,0
2020-07-07,Chad,2020,0,0
2020-07-08,Chad,2020,1,0
2020-07-09,Chad,2020,0,0
2020-07-10,Chad,2020,0,0
2020-07-11,Chad,2020,1,0
2020-07-12,Chad,2020,0,0
2020-07-14,Chad,2020,0,0
2020-07-15,Chad,2020,4,0
2020-07-16,Chad,2020,1,0
2020-07-17,Chad,2020,1,0
2020-07-18,Chad,2020,1,0
2020-07-19,Chad,2020,2,0
2020-07-20,Chad,2020,0,0
2020-07-21,Chad,2020,0,0
2020-07-22,Chad,2020,0,0
2020-07-23,Chad,2020,0,0
2020-07-24,Chad,2020,26,0
2020-07-25,Chad,2020,0,0
2020-07-26,Chad,2020,0,0
2020-07-27,Chad,2020,0,0
2020-07-28,Chad,2020,7,0
2020-07-29,Chad,2020,4,0
2020-07-30,Chad,2020,0,0
2020-07-31,Chad,2020,9,0
2020-08-01,Chad,2020,1,0
2020-08-02,Chad,2020,0,0
2020-08-03,Chad,2020,0,0
2020-08-04,Chad,2020,0,0
2020-08-05,Chad,2020,2,0
2020-08-06,Chad,2020,1,0
2020-08-08,Chad,2020,0,0
2020-08-09,Chad,2020,0,0
2020-08-10,Chad,2020,2,0
2020-08-11,Chad,2020,1,0
2020-08-12,Chad,2020,1,0
2020-08-13,Chad,2020,3,0
2020-08-14,Chad,2020,0,0
2020-08-15,Chad,2020,2,0
2020-08-16,Chad,2020,1,0
2020-08-17,Chad,2020,4,0
2020-08-18,Chad,2020,3,0
2020-08-19,Chad,2020,11,0
2020-08-20,Chad,2020,1,0
2020-08-21,Chad,2020,1,0
2020-08-22,Chad,2020,9,0
2020-08-23,Chad,2020,1,0
2020-08-24,Chad,2020,4,0
2020-08-25,Chad,2020,1,0
2020-08-27,Chad,2020,3,0
2020-08-28,Chad,2020,6,0
2020-08-29,Chad,2020,4,0
2020-08-30,Chad,2020,0,0
2020-08-31,Chad,2020,4,0
2020-09-01,Chad,2020,1,0
2020-09-02,Chad,2020,4,0
2020-09-03,Chad,2020,0,0
2020-09-04,Chad,2020,1,0
2020-09-05,Chad,2020,5,0
2020-09-06,Chad,2020,11,0
2020-09-08,Chad,2020,1,0
2020-09-09,Chad,2020,5,0
2020-09-10,Chad,2020,3,0
2020-09-11,Chad,2020,3,0
2020-09-12,Chad,2020,30,0
2020-09-14,Chad,2020,1,0
2020-09-16,Chad,2020,2,0
2020-09-17,Chad,2020,3,0
2020-09-18,Chad,2020,25,0
2020-09-19,Chad,2020,32,0
2020-09-20,Chad,2020,2,0
2020-09-21,Chad,2020,2,0
2020-09-22,Chad,2020,2,0
2020-09-23,Chad,2020,2,0
2020-09-25,Chad,2020,7,0
2020-09-27,Chad,2020,2,0
2020-09-30,Chad,2020,8,0
2020-10-01,Chad,2020,7,0
2020-10-02,Chad,2020,3,0
2020-10-03,Chad,2020,8,0
2020-10-04,Chad,2020,3,0
2020-10-06,Chad,2020,6,0
2020-10-08,Chad,2020,13,0
2020-10-12,Chad,2020,13,0
2020-10-13,Chad,2020,4,0
2020-10-14,Chad,2020,13,0
2020-10-15,Chad,2020,8,0
2020-10-16,Chad,2020,21,0
2020-10-18,Chad,2020,4,0
2020-10-19,Chad,2020,14,0
2020-10-20,Chad,2020,11,0
2020-10-21,Chad,2020,9,0
2020-10-23,Chad,2020,6,0
2020-10-24,Chad,2020,13,0
2020-10-25,Chad,2020,11,0
2020-10-26,Chad,2020,3,0
2020-10-27,Chad,2020,4,0
2020-10-28,Chad,2020,19,0
2020-10-30,Chad,2020,5,0
2020-11-01,Chad,2020,0,0
2020-11-02,Chad,2020,15,0
2020-11-03,Chad,2020,1,0
2020-11-04,Chad,2020,14,0
2020-11-06,Chad,2020,12,0
2020-11-07,Chad,2020,9,0
2020-11-08,Chad,2020,5,0
2020-11-09,Chad,2020,4,0
2020-11-10,Chad,2020,4,0
2020-11-11,Chad,2020,10,0
2020-11-12,Chad,2020,4,0
2020-11-13,Chad,2020,0,0
2020-11-15,Chad,2020,2,0
2020-11-17,Chad,2020,6,0
2020-11-18,Chad,2020,5,0
2020-11-19,Chad,2020,8,0
2020-11-20,Chad,2020,4,0
2020-11-21,Chad,2020,6,0
2020-11-22,Chad,2020,7,0
2020-11-23,Chad,2020,9,0
2020-11-24,Chad,2020,6,0
2020-11-25,Chad,2020,1,0
2020-11-26,Chad,2020,6,0
2020-11-27,Chad,2020,6,0
2020-11-28,Chad,2020,2,0
2020-11-29,Chad,2020,0,0
2020-11-30,Chad,2020,19,0
2020-12-01,Chad,2020,6,0
2020-12-03,Chad,2020,5,0
2020-12-04,Chad,2020,3,0
2020-12-05,Chad,2020,11,0
2020-12-06,Chad,2020,3,0
2020-12-07,Chad,2020,3,0
2020-12-08,Chad,2020,3,0
2020-12-09,Chad,2020,1,0
2020-12-10,Chad,2020,3,0
2020-12-11,Chad,2020,7,0
2020-12-12,Chad,2020,6,0
2020-12-13,Chad,2020,6,0
2020-12-14,Chad,2020,19,0
2020-05-09,Chad,2020,7,1
2020-05-21,Chad,2020,20,1
2020-05-22,Chad,2020,23,1
2020-05-23,Chad,2020,23,1
2020-05-24,Chad,2020,37,1
2020-05-26,Chad,2020,12,1
2020-05-27,Chad,2020,13,1
2020-05-29,Chad,2020,11,1
2020-06-02,Chad,2020,12,1
2020-06-07,Chad,2020,0,1
2020-06-09,Chad,2020,2,1
2020-06-10,Chad,2020,5,1
2020-06-11,Chad,2020,2,1
2020-06-15,Chad,2020,2,1
2020-06-17,Chad,2020,3,1
2020-07-13,Chad,2020,6,1
2020-08-07,Chad,2020,3,1
2020-08-26,Chad,2020,8,1
2020-09-13,Chad,2020,2,1
2020-09-15,Chad,2020,1,1
2020-09-24,Chad,2020,9,1
2020-09-26,Chad,2020,4,1
2020-09-28,Chad,2020,1,1
2020-09-29,Chad,2020,7,1
2020-10-05,Chad,2020,3,1
2020-10-09,Chad,2020,11,1
2020-10-10,Chad,2020,12,1
2020-10-17,Chad,2020,11,1
2020-10-29,Chad,2020,8,1
2020-10-31,Chad,2020,10,1
2020-11-05,Chad,2020,4,1
2020-11-14,Chad,2020,24,1
2020-11-16,Chad,2020,6,1
2020-12-02,Chad,2020,12,1
2020-04-29,Chad,2020,6,2
2020-05-14,Chad,2020,15,2
2020-05-16,Chad,2020,29,2
2020-05-17,Chad,2020,46,2
2020-05-28,Chad,2020,15,2
2020-06-06,Chad,2020,8,2
2020-09-07,Chad,2020,5,2
2020-10-07,Chad,2020,15,2
2020-10-11,Chad,2020,17,2
2020-05-01,Chad,2020,21,3
2020-05-10,Chad,2020,62,3
2020-05-18,Chad,2020,29,3
2020-05-20,Chad,2020,26,3
2020-10-22,Chad,2020,5,3
2020-05-15,Chad,2020,27,4
2020-05-03,Chad,2020,44,5
2020-05-06,Chad,2020,53,7
2020-05-13,Chad,2020,35,9
2020-05-08,Chad,2020,83,10
2020-03-12,Cuba,2020,3,0
2020-03-14,Cuba,2020,1,0
2020-03-15,Cuba,2020,0,0
2020-03-18,Cuba,2020,3,0
2020-03-20,Cuba,2020,5,0
2020-03-21,Cuba,2020,5,0
2020-03-22,Cuba,2020,4,0
2020-03-23,Cuba,2020,10,0
2020-03-24,Cuba,2020,5,0
2020-03-25,Cuba,2020,8,0
2020-03-26,Cuba,2020,9,0
2020-03-28,Cuba,2020,13,0
2020-03-30,Cuba,2020,20,0
2020-04-02,Cuba,2020,26,0
2020-04-03,Cuba,2020,21,0
2020-04-04,Cuba,2020,36,0
2020-04-05,Cuba,2020,19,0
2020-04-11,Cuba,2020,49,0
2020-04-15,Cuba,2020,40,0
2020-04-30,Cuba,2020,30,0
2020-05-06,Cuba,2020,17,0
2020-05-07,Cuba,2020,18,0
2020-05-10,Cuba,2020,13,0
2020-05-12,Cuba,2020,17,0
2020-05-15,Cuba,2020,20,0
2020-05-16,Cuba,2020,10,0
2020-05-17,Cuba,2020,22,0
2020-05-18,Cuba,2020,10,0
2020-05-19,Cuba,2020,9,0
2020-05-20,Cuba,2020,6,0
2020-05-21,Cuba,2020,13,0
2020-05-24,Cuba,2020,15,0
2020-05-26,Cuba,2020,6,0
2020-05-27,Cuba,2020,16,0
2020-05-28,Cuba,2020,11,0
2020-05-29,Cuba,2020,9,0
2020-05-30,Cuba,2020,22,0
2020-06-01,Cuba,2020,20,0
2020-06-02,Cuba,2020,38,0
2020-06-03,Cuba,2020,9,0
2020-06-04,Cuba,2020,15,0
2020-06-05,Cuba,2020,12,0
2020-06-06,Cuba,2020,14,0
2020-06-07,Cuba,2020,40,0
2020-06-08,Cuba,2020,18,0
2020-06-09,Cuba,2020,9,0
2020-06-10,Cuba,2020,5,0
2020-06-11,Cuba,2020,6,0
2020-06-13,Cuba,2020,14,0
2020-06-14,Cuba,2020,5,0
2020-06-15,Cuba,2020,10,0
2020-06-16,Cuba,2020,14,0
2020-06-17,Cuba,2020,11,0
2020-06-18,Cuba,2020,7,0
2020-06-20,Cuba,2020,10,0
2020-06-21,Cuba,2020,4,0
2020-06-22,Cuba,2020,3,0
2020-06-23,Cuba,2020,3,0
2020-06-24,Cuba,2020,3,0
2020-06-25,Cuba,2020,1,0
2020-06-26,Cuba,2020,2,0
2020-06-27,Cuba,2020,4,0
2020-06-29,Cuba,2020,2,0
2020-06-30,Cuba,2020,8,0
2020-07-01,Cuba,2020,1,0
2020-07-02,Cuba,2020,7,0
2020-07-03,Cuba,2020,5,0
2020-07-04,Cuba,2020,8,0
2020-07-05,Cuba,2020,8,0
2020-07-06,Cuba,2020,3,0
2020-07-07,Cuba,2020,8,0
2020-07-08,Cuba,2020,15,0
2020-07-09,Cuba,2020,4,0
2020-07-10,Cuba,2020,4,0
2020-07-11,Cuba,2020,10,0
2020-07-13,Cuba,2020,6,0
2020-07-14,Cuba,2020,2,0
2020-07-15,Cuba,2020,4,0
2020-07-16,Cuba,2020,6,0
2020-07-17,Cuba,2020,2,0
2020-07-18,Cuba,2020,4,0
2020-07-19,Cuba,2020,1,0
2020-07-20,Cuba,2020,1,0
2020-07-21,Cuba,2020,0,0
2020-07-22,Cuba,2020,3,0
2020-07-23,Cuba,2020,13,0
2020-07-24,Cuba,2020,4,0
2020-07-25,Cuba,2020,3,0
2020-07-26,Cuba,2020,9,0
2020-07-27,Cuba,2020,17,0
2020-07-28,Cuba,2020,37,0
2020-07-29,Cuba,2020,23,0
2020-07-30,Cuba,2020,33,0
2020-07-31,Cuba,2020,9,0
2020-08-01,Cuba,2020,11,0
2020-08-02,Cuba,2020,25,0
2020-08-03,Cuba,2020,13,0
2020-08-04,Cuba,2020,24,0
2020-08-06,Cuba,2020,25,0
2020-08-07,Cuba,2020,49,0
2020-08-08,Cuba,2020,54,0
2020-08-09,Cuba,2020,59,0
2020-08-10,Cuba,2020,65,0
2020-08-11,Cuba,2020,93,0
2020-08-12,Cuba,2020,47,0
2020-08-13,Cuba,2020,35,0
2020-08-14,Cuba,2020,46,0
2020-08-15,Cuba,2020,55,0
2020-08-16,Cuba,2020,63,0
2020-08-17,Cuba,2020,24,0
2020-08-18,Cuba,2020,48,0
2020-08-19,Cuba,2020,44,0
2020-08-20,Cuba,2020,74,0
2020-08-21,Cuba,2020,83,0
2020-08-23,Cuba,2020,35,0
2020-08-25,Cuba,2020,35,0
2020-08-26,Cuba,2020,27,0
2020-08-28,Cuba,2020,47,0
2020-08-29,Cuba,2020,60,0
2020-08-31,Cuba,2020,48,0
2020-09-01,Cuba,2020,59,0
2020-09-05,Cuba,2020,52,0
2020-09-06,Cuba,2020,32,0
2020-09-10,Cuba,2020,82,0
2020-09-12,Cuba,2020,42,0
2020-09-14,Cuba,2020,31,0
2020-09-15,Cuba,2020,42,0
2020-09-16,Cuba,2020,77,0
2020-09-18,Cuba,2020,57,0
2020-09-25,Cuba,2020,40,0
2020-09-26,Cuba,2020,40,0
2020-09-29,Cuba,2020,26,0
2020-09-30,Cuba,2020,48,0
2020-10-01,Cuba,2020,66,0
2020-10-02,Cuba,2020,73,0
2020-10-03,Cuba,2020,48,0
2020-10-04,Cuba,2020,62,0
2020-10-05,Cuba,2020,29,0
2020-10-07,Cuba,2020,38,0
2020-10-08,Cuba,2020,15,0
2020-10-09,Cuba,2020,19,0
2020-10-10,Cuba,2020,26,0
2020-10-11,Cuba,2020,5,0
2020-10-12,Cuba,2020,30,0
2020-10-13,Cuba,2020,22,0
2020-10-14,Cuba,2020,17,0
2020-10-15,Cuba,2020,18,0
2020-10-16,Cuba,2020,27,0
2020-10-19,Cuba,2020,50,0
2020-10-21,Cuba,2020,47,0
2020-10-22,Cuba,2020,63,0
2020-10-24,Cuba,2020,58,0
2020-10-25,Cuba,2020,55,0
2020-10-26,Cuba,2020,32,0
2020-10-27,Cuba,2020,29,0
2020-10-28,Cuba,2020,83,0
2020-10-29,Cuba,2020,49,0
2020-10-30,Cuba,2020,39,0
2020-10-31,Cuba,2020,35,0
2020-11-01,Cuba,2020,86,0
2020-11-02,Cuba,2020,48,0
2020-11-04,Cuba,2020,65,0
2020-11-05,Cuba,2020,109,0
2020-11-06,Cuba,2020,40,0
2020-11-08,Cuba,2020,39,0
2020-11-09,Cuba,2020,30,0
2020-11-10,Cuba,2020,52,0
2020-11-11,Cuba,2020,43,0
2020-11-12,Cuba,2020,37,0
2020-11-14,Cuba,2020,54,0
2020-11-15,Cuba,2020,27,0
2020-11-16,Cuba,2020,22,0
2020-11-17,Cuba,2020,49,0
2020-11-18,Cuba,2020,28,0
2020-11-19,Cuba,2020,37,0
2020-11-20,Cuba,2020,21,0
2020-11-21,Cuba,2020,38,0
2020-11-23,Cuba,2020,48,0
2020-11-24,Cuba,2020,33,0
2020-11-26,Cuba,2020,76,0
2020-11-27,Cuba,2020,49,0
2020-11-28,Cuba,2020,35,0
2020-11-29,Cuba,2020,63,0
2020-12-03,Cuba,2020,75,0
2020-12-04,Cuba,2020,75,0
2020-12-05,Cuba,2020,79,0
2020-12-06,Cuba,2020,104,0
2020-12-07,Cuba,2020,68,0
2020-12-08,Cuba,2020,124,0
2020-12-09,Cuba,2020,76,0
2020-12-10,Cuba,2020,124,0
2020-12-11,Cuba,2020,75,0
2020-12-12,Cuba,2020,86,0
2020-12-14,Cuba,2020,69,0
2020-03-19,Cuba,2020,4,1
2020-03-27,Cuba,2020,10,1
2020-03-29,Cuba,2020,39,1
2020-03-31,Cuba,2020,31,1
2020-04-07,Cuba,2020,30,1
2020-04-09,Cuba,2020,61,1
2020-04-12,Cuba,2020,56,1
2020-04-19,Cuba,2020,63,1
2020-05-04,Cuba,2020,38,1
2020-05-09,Cuba,2020,12,1
2020-05-13,Cuba,2020,21,1
2020-05-14,Cuba,2020,6,1
2020-05-22,Cuba,2020,8,1
2020-05-23,Cuba,2020,8,1
2020-05-25,Cuba,2020,10,1
2020-05-31,Cuba,2020,20,1
2020-06-12,Cuba,2020,8,1
2020-06-19,Cuba,2020,15,1
2020-06-28,Cuba,2020,5,1
2020-07-12,Cuba,2020,7,1
2020-08-05,Cuba,2020,31,1
2020-08-22,Cuba,2020,17,1
2020-08-27,Cuba,2020,15,1
2020-09-02,Cuba,2020,33,1
2020-09-07,Cuba,2020,11,1
2020-09-08,Cuba,2020,43,1
2020-09-17,Cuba,2020,73,1
2020-09-22,Cuba,2020,50,1
2020-09-23,Cuba,2020,81,1
2020-09-24,Cuba,2020,48,1
2020-10-06,Cuba,2020,36,1
2020-10-17,Cuba,2020,56,1
2020-10-18,Cuba,2020,52,1
2020-10-23,Cuba,2020,53,1
2020-11-03,Cuba,2020,35,1
2020-11-07,Cuba,2020,44,1
2020-11-13,Cuba,2020,58,1
2020-11-22,Cuba,2020,35,1
2020-11-25,Cuba,2020,71,1
2020-11-30,Cuba,2020,60,1
2020-12-01,Cuba,2020,51,1
2020-12-02,Cuba,2020,97,1
2020-12-13,Cuba,2020,87,1
2020-04-01,Cuba,2020,16,2
2020-04-06,Cuba,2020,32,2
2020-04-08,Cuba,2020,46,2
2020-04-13,Cuba,2020,49,2
2020-04-20,Cuba,2020,49,2
2020-04-21,Cuba,2020,52,2
2020-04-22,Cuba,2020,50,2
2020-04-23,Cuba,2020,52,2
2020-04-26,Cuba,2020,52,2
2020-04-28,Cuba,2020,20,2
2020-04-29,Cuba,2020,48,2
2020-05-03,Cuba,2020,74,2
2020-05-05,Cuba,2020,19,2
2020-08-24,Cuba,2020,65,2
2020-08-30,Cuba,2020,59,2
2020-09-04,Cuba,2020,88,2
2020-09-09,Cuba,2020,25,2
2020-09-11,Cuba,2020,92,2
2020-09-13,Cuba,2020,60,2
2020-09-19,Cuba,2020,71,2
2020-09-20,Cuba,2020,51,2
2020-09-21,Cuba,2020,36,2
2020-09-27,Cuba,2020,62,2
2020-09-28,Cuba,2020,45,2
2020-10-20,Cuba,2020,38,2
2020-04-10,Cuba,2020,58,3
2020-04-14,Cuba,2020,57,3
2020-04-16,Cuba,2020,48,3
2020-04-17,Cuba,2020,48,3
2020-04-24,Cuba,2020,46,3
2020-04-27,Cuba,2020,32,3
2020-05-01,Cuba,2020,34,3
2020-05-02,Cuba,2020,36,3
2020-05-11,Cuba,2020,12,3
2020-09-03,Cuba,2020,61,3
2020-04-18,Cuba,2020,61,4
2020-05-08,Cuba,2020,26,4
2020-04-25,Cuba,2020,50,6
2020-03-20,Fiji,2020,1,0
2020-03-21,Fiji,2020,0,0
2020-03-22,Fiji,2020,1,0
2020-03-23,Fiji,2020,1,0
2020-03-24,Fiji,2020,1,0
2020-03-25,Fiji,2020,1,0
2020-03-26,Fiji,2020,0,0
2020-03-27,Fiji,2020,0,0
2020-03-28,Fiji,2020,0,0
2020-03-29,Fiji,2020,0,0
2020-03-30,Fiji,2020,0,0
2020-03-31,Fiji,2020,0,0
2020-04-01,Fiji,2020,0,0
2020-04-02,Fiji,2020,2,0
2020-04-03,Fiji,2020,0,0
2020-04-04,Fiji,2020,5,0
2020-04-05,Fiji,2020,0,0
2020-04-06,Fiji,2020,2,0
2020-04-07,Fiji,2020,0,0
2020-04-08,Fiji,2020,1,0
2020-04-09,Fiji,2020,0,0
2020-04-10,Fiji,2020,0,0
2020-04-11,Fiji,2020,1,0
2020-04-12,Fiji,2020,0,0
2020-04-13,Fiji,2020,0,0
2020-04-14,Fiji,2020,0,0
2020-04-15,Fiji,2020,0,0
2020-04-16,Fiji,2020,0,0
2020-04-17,Fiji,2020,1,0
2020-04-18,Fiji,2020,0,0
2020-04-19,Fiji,2020,0,0
2020-04-20,Fiji,2020,0,0
2020-04-21,Fiji,2020,1,0
2020-04-22,Fiji,2020,0,0
2020-04-23,Fiji,2020,0,0
2020-04-24,Fiji,2020,0,0
2020-04-25,Fiji,2020,0,0
2020-04-26,Fiji,2020,0,0
2020-04-27,Fiji,2020,0,0
2020-04-28,Fiji,2020,0,0
2020-04-29,Fiji,2020,0,0
2020-04-30,Fiji,2020,0,0
2020-05-01,Fiji,2020,0,0
2020-05-02,Fiji,2020,0,0
2020-05-03,Fiji,2020,0,0
2020-05-04,Fiji,2020,0,0
2020-05-05,Fiji,2020,0,0
2020-05-06,Fiji,2020,0,0
2020-05-07,Fiji,2020,0,0
2020-05-08,Fiji,2020,0,0
2020-05-09,Fiji,2020,0,0
2020-05-10,Fiji,2020,0,0
2020-05-11,Fiji,2020,0,0
2020-05-12,Fiji,2020,0,0
2020-05-13,Fiji,2020,0,0
2020-05-14,Fiji,2020,0,0
2020-05-15,Fiji,2020,0,0
2020-05-16,Fiji,2020,0,0
2020-05-17,Fiji,2020,0,0
2020-05-18,Fiji,2020,0,0
2020-05-19,Fiji,2020,0,0
2020-05-20,Fiji,2020,0,0
2020-05-21,Fiji,2020,0,0
2020-05-22,Fiji,2020,0,0
2020-05-23,Fiji,2020,0,0
2020-05-24,Fiji,2020,0,0
2020-05-25,Fiji,2020,0,0
2020-05-26,Fiji,2020,0,0
2020-05-27,Fiji,2020,0,0
2020-05-28,Fiji,2020,0,0
2020-05-29,Fiji,2020,0,0
2020-05-30,Fiji,2020,0,0
2020-05-31,Fiji,2020,0,0
2020-06-01,Fiji,2020,0,0
2020-06-02,Fiji,2020,0,0
2020-06-03,Fiji,2020,0,0
2020-06-04,Fiji,2020,0,0
2020-06-05,Fiji,2020,0,0
2020-06-06,Fiji,2020,0,0
2020-06-07,Fiji,2020,0,0
2020-06-08,Fiji,2020,0,0
2020-06-09,Fiji,2020,0,0
2020-06-10,Fiji,2020,0,0
2020-06-11,Fiji,2020,0,0
2020-06-12,Fiji,2020,0,0
2020-06-13,Fiji,2020,0,0
2020-06-14,Fiji,2020,0,0
2020-06-15,Fiji,2020,0,0
2020-06-16,Fiji,2020,0,0
2020-06-17,Fiji,2020,0,0
2020-06-18,Fiji,2020,0,0
2020-06-19,Fiji,2020,0,0
2020-06-20,Fiji,2020,0,0
2020-06-21,Fiji,2020,0,0
2020-06-22,Fiji,2020,0,0
2020-06-23,Fiji,2020,0,0
2020-06-24,Fiji,2020,0,0
2020-06-25,Fiji,2020,0,0
2020-06-26,Fiji,2020,0,0
2020-06-27,Fiji,2020,0,0
2020-06-28,Fiji,2020,0,0
2020-06-29,Fiji,2020,0,0
2020-06-30,Fiji,2020,0,0
2020-07-01,Fiji,2020,0,0
2020-07-02,Fiji,2020,0,0
2020-07-03,Fiji,2020,0,0
2020-07-04,Fiji,2020,0,0
2020-07-05,Fiji,2020,0,0
2020-07-06,Fiji,2020,0,0
2020-07-07,Fiji,2020,1,0
2020-07-08,Fiji,2020,0,0
2020-07-09,Fiji,2020,2,0
2020-07-10,Fiji,2020,0,0
2020-07-11,Fiji,2020,0,0
2020-07-12,Fiji,2020,0,0
2020-07-13,Fiji,2020,5,0
2020-07-14,Fiji,2020,0,0
2020-07-15,Fiji,2020,0,0
2020-07-16,Fiji,2020,0,0
2020-07-17,Fiji,2020,0,0
2020-07-18,Fiji,2020,0,0
2020-07-19,Fiji,2020,0,0
2020-07-20,Fiji,2020,0,0
2020-07-21,Fiji,2020,0,0
2020-07-22,Fiji,2020,1,0
2020-07-23,Fiji,2020,0,0
2020-07-24,Fiji,2020,0,0
2020-07-25,Fiji,2020,0,0
2020-07-26,Fiji,2020,0,0
2020-07-27,Fiji,2020,0,0
2020-07-28,Fiji,2020,0,0
2020-07-29,Fiji,2020,0,0
2020-07-30,Fiji,2020,0,0
2020-07-31,Fiji,2020,0,0
2020-08-02,Fiji,2020,0,0
2020-08-03,Fiji,2020,0,0
2020-08-04,Fiji,2020,0,0
2020-08-05,Fiji,2020,0,0
2020-08-06,Fiji,2020,0,0
2020-08-07,Fiji,2020,0,0
2020-08-08,Fiji,2020,0,0
2020-08-09,Fiji,2020,0,0
2020-08-10,Fiji,2020,0,0
2020-08-11,Fiji,2020,0,0
2020-08-12,Fiji,2020,0,0
2020-08-13,Fiji,2020,0,0
2020-08-14,Fiji,2020,0,0
2020-08-15,Fiji,2020,0,0
2020-08-16,Fiji,2020,0,0
2020-08-17,Fiji,2020,1,0
2020-08-18,Fiji,2020,0,0
2020-08-19,Fiji,2020,0,0
2020-08-20,Fiji,2020,0,0
2020-08-21,Fiji,2020,0,0
2020-08-22,Fiji,2020,0,0
2020-08-23,Fiji,2020,0,0
2020-08-24,Fiji,2020,0,0
2020-08-25,Fiji,2020,0,0
2020-08-26,Fiji,2020,0,0
2020-08-27,Fiji,2020,0,0
2020-08-28,Fiji,2020,0,0
2020-08-30,Fiji,2020,0,0
2020-08-31,Fiji,2020,0,0
2020-09-01,Fiji,2020,0,0
2020-09-02,Fiji,2020,1,0
2020-09-03,Fiji,2020,0,0
2020-09-04,Fiji,2020,2,0
2020-09-05,Fiji,2020,0,0
2020-09-06,Fiji,2020,0,0
2020-09-07,Fiji,2020,0,0
2020-09-08,Fiji,2020,0,0
2020-09-09,Fiji,2020,0,0
2020-09-10,Fiji,2020,1,0
2020-09-11,Fiji,2020,0,0
2020-09-12,Fiji,2020,0,0
2020-09-13,Fiji,2020,0,0
2020-09-14,Fiji,2020,0,0
2020-09-15,Fiji,2020,0,0
2020-09-16,Fiji,2020,0,0
2020-09-17,Fiji,2020,0,0
2020-09-18,Fiji,2020,0,0
2020-09-19,Fiji,2020,0,0
2020-09-20,Fiji,2020,0,0
2020-09-21,Fiji,2020,0,0
2020-09-22,Fiji,2020,0,0
2020-09-23,Fiji,2020,0,0
2020-09-24,Fiji,2020,0,0
2020-09-25,Fiji,2020,0,0
2020-09-26,Fiji,2020,0,0
2020-09-27,Fiji,2020,0,0
2020-09-28,Fiji,2020,0,0
2020-09-29,Fiji,2020,0,0
2020-09-30,Fiji,2020,0,0
2020-10-01,Fiji,2020,0,0
2020-10-02,Fiji,2020,0,0
2020-10-03,Fiji,2020,0,0
2020-10-04,Fiji,2020,0,0
2020-10-05,Fiji,2020,0,0
2020-10-06,Fiji,2020,0,0
2020-10-07,Fiji,2020,0,0
2020-10-08,Fiji,2020,0,0
2020-10-09,Fiji,2020,0,0
2020-10-10,Fiji,2020,0,0
2020-10-11,Fiji,2020,0,0
